school_name,hensachi,school_type,gender,gakka,location,prefecture,prefecture_ja
坂出工業高校,44,県立,共学,機械,坂出市,kagawa,香川県
坂出工業高校,44,県立,共学,建築,坂出市,kagawa,香川県
坂出工業高校,44,県立,共学,電気,坂出市,kagawa,香川県
小豆島中央高校,44,県立,共学,普通,小豆郡小豆島町,kagawa,香川県
多度津高校,44,県立,共学,工業/機械,仲多度郡多度津町,kagawa,香川県
多度津高校,44,県立,共学,工業/建築,仲多度郡多度津町,kagawa,香川県
多度津高校,44,県立,共学,工業/電気,仲多度郡多度津町,kagawa,香川県
多度津高校,44,県立,共学,工業/土木,仲多度郡多度津町,kagawa,香川県
飯山高校,43,県立,共学,総合,丸亀市,kagawa,香川県
笠田高校,41,県立,共学,家庭/生活デザイン,三豊市,kagawa,香川県
笠田高校,41,県立,共学,農業/植物科学,三豊市,kagawa,香川県
笠田高校,41,県立,共学,農業/食品科学,三豊市,kagawa,香川県
笠田高校,41,県立,共学,農業/農産科学,三豊市,kagawa,香川県
石田高校,40,県立,共学,家庭/生活デザイン,さぬき市,kagawa,香川県
石田高校,40,県立,共学,農業/園芸デザイン,さぬき市,kagawa,香川県
石田高校,40,県立,共学,農業/生産経済,さぬき市,kagawa,香川県
石田高校,40,県立,共学,農業/農業土木,さぬき市,kagawa,香川県
多度津高校,40,県立,共学,水産/海洋技術,仲多度郡多度津町,kagawa,香川県
多度津高校,40,県立,共学,水産/海洋生産,仲多度郡多度津町,kagawa,香川県
農業経営高校,39,県立,共学,環境園芸,綾歌郡綾川町,kagawa,香川県
農業経営高校,39,県立,共学,食農科学,綾歌郡綾川町,kagawa,香川県
農業経営高校,39,県立,共学,動物科学,綾歌郡綾川町,kagawa,香川県
農業経営高校,39,県立,共学,農業生産,綾歌郡綾川町,kagawa,香川県
観音寺中央高校,48,県立,共学,総合,観音寺市,kagawa,香川県
三豊工業高校,45,県立,共学,機械,観音寺市,kagawa,香川県
三豊工業高校,45,県立,共学,電気,観音寺市,kagawa,香川県
三豊工業高校,45,県立,共学,電子,観音寺市,kagawa,香川県
小豆島高校,44,県立,共学,普通,小豆郡小豆島町,kagawa,香川県
土庄高校,44,県立,共学,普通,小豆郡土庄町,kagawa,香川県
松山東高校,69,県立,共学,普通,松山市,ehime,愛媛県
今治西高校,66,県立,共学,普通,今治市,ehime,愛媛県
松山南高校,66,県立,共学,普通,松山市,ehime,愛媛県
松山南高校,66,県立,共学,理数,松山市,ehime,愛媛県
八幡浜高校,63,県立,共学,普通,八幡浜市,ehime,愛媛県
松山北高校,62,県立,共学,普通,松山市,ehime,愛媛県
新居浜西高校,61,県立,共学,普通,新居浜市,ehime,愛媛県
西条高校,58,県立,共学,国際文理,西条市,ehime,愛媛県
大洲高校,58,県立,共学,普通,大洲市,ehime,愛媛県
宇和島東高校,57,県立,共学,理数・普通,宇和島市,ehime,愛媛県
西条高校,57,県立,共学,普通,西条市,ehime,愛媛県
今治北高校,56,県立,共学,商業,今治市,ehime,愛媛県
今治北高校,56,県立,共学,情報ビジネス,今治市,ehime,愛媛県
今治北高校,56,県立,共学,普通,今治市,ehime,愛媛県
松山中央高校,56,県立,共学,普通,松山市,ehime,愛媛県
松山商業高校,54,県立,共学,商業,松山市,ehime,愛媛県
八幡浜高校,53,県立,共学,商業,八幡浜市,ehime,愛媛県
松山工業高校,52,県立,共学,建築,松山市,ehime,愛媛県
伊予高校,51,県立,共学,普通,伊予郡松前町,ehime,愛媛県
宇和島東高校,51,県立,共学,商業,宇和島市,ehime,愛媛県
松山工業高校,51,県立,共学,機械,松山市,ehime,愛媛県
松山工業高校,51,県立,共学,情報電子,松山市,ehime,愛媛県
松山商業高校,51,県立,共学,情報ビジネス,松山市,ehime,愛媛県
松山商業高校,51,県立,共学,地域ビジネス,松山市,ehime,愛媛県
宇和島東高校,50,県立,共学,情報ビジネス,宇和島市,ehime,愛媛県
松山商業高校,50,県立,共学,流通経済,松山市,ehime,愛媛県
南宇和高校,50,県立,共学,普通,南宇和郡愛南町,ehime,愛媛県
三島高校,49,県立,共学,普通,四国中央市,ehime,愛媛県
松山工業高校,49,県立,共学,工業化学,松山市,ehime,愛媛県
松山工業高校,49,県立,共学,電気,松山市,ehime,愛媛県
松山工業高校,49,県立,共学,電子機械,松山市,ehime,愛媛県
松山工業高校,48,県立,共学,繊維,松山市,ehime,愛媛県
新居浜東高校,48,県立,共学,普通,新居浜市,ehime,愛媛県
松山工業高校,47,県立,共学,土木,松山市,ehime,愛媛県
東温高校,47,県立,共学,普通,東温市,ehime,愛媛県
大洲高校,46,県立,共学,商業,大洲市,ehime,愛媛県
川之江高校,45,県立,共学,普通,四国中央市,ehime,愛媛県
丹原高校,45,県立,共学,普通,西条市,ehime,愛媛県
伊予農業高校,44,県立,共学,園芸流通,伊予市,ehime,愛媛県
伊予農業高校,44,県立,共学,環境開発,伊予市,ehime,愛媛県
伊予農業高校,44,県立,共学,食品化学,伊予市,ehime,愛媛県
伊予農業高校,44,県立,共学,生活科学,伊予市,ehime,愛媛県
伊予農業高校,44,県立,共学,生物工学,伊予市,ehime,愛媛県
伊予農業高校,44,県立,共学,特用林産,伊予市,ehime,愛媛県
今治南高校,44,県立,共学,普通,今治市,ehime,愛媛県
松山南高校砥部分校,43,県立,共学,デザイン,伊予郡砥部町,ehime,愛媛県
東温高校,43,県立,共学,商業,東温市,ehime,愛媛県
小松高校,42,県立,共学,普通,西条市,ehime,愛媛県
西条高校,42,県立,共学,商業,西条市,ehime,愛媛県
小松高校,41,県立,共学,ライフデザイン,西条市,ehime,愛媛県
新居浜工業高校,41,県立,共学,情報電子,新居浜市,ehime,愛媛県
新居浜工業高校,41,県立,共学,電気,新居浜市,ehime,愛媛県
新居浜工業高校,41,県立,共学,電子機械,新居浜市,ehime,愛媛県
内子高校,41,県立,共学,普通,喜多郡内子町,ehime,愛媛県
宇和高校,40,県立,共学,普通,西予市,ehime,愛媛県
今治工業高校,40,県立,共学,環境化学,今治市,ehime,愛媛県
今治工業高校,40,県立,共学,機械造船,今治市,ehime,愛媛県
今治工業高校,40,県立,共学,情報技術,今治市,ehime,愛媛県
今治工業高校,40,県立,共学,繊維デザイン,今治市,ehime,愛媛県
今治工業高校,40,県立,共学,電気,今治市,ehime,愛媛県
新居浜工業高校,40,県立,共学,環境化学,新居浜市,ehime,愛媛県
新居浜工業高校,40,県立,共学,機械,新居浜市,ehime,愛媛県
新居浜商業高校,40,県立,共学,商業,新居浜市,ehime,愛媛県
新居浜商業高校,40,県立,共学,情報ビジネス,新居浜市,ehime,愛媛県
新居浜南高校,40,県立,共学,総合,新居浜市,ehime,愛媛県
北条高校,40,県立,共学,総合,松山市,ehime,愛媛県
宇和高校,39,県立,共学,生物工学,西予市,ehime,愛媛県
吉田高校,39,県立,共学,機械建設工学,宇和島市,ehime,愛媛県
吉田高校,39,県立,共学,電気電子,宇和島市,ehime,愛媛県
三島高校,39,県立,共学,商業,四国中央市,ehime,愛媛県
川之石高校,39,県立,共学,総合,八幡浜市,ehime,愛媛県
大洲農業高校,39,県立,共学,食品デザイン,大洲市,ehime,愛媛県
大洲農業高校,39,県立,共学,生産科学,大洲市,ehime,愛媛県
八幡浜工業高校,39,県立,共学,機械土木工学,八幡浜市,ehime,愛媛県
八幡浜工業高校,39,県立,共学,電気技術,八幡浜市,ehime,愛媛県
東予高校,38,県立,共学,機械,西条市,ehime,愛媛県
東予高校,38,県立,共学,建設工学,西条市,ehime,愛媛県
東予高校,38,県立,共学,電気システム,西条市,ehime,愛媛県
野村高校,38,県立,共学,畜産,西予市,ehime,愛媛県
野村高校,38,県立,共学,普通,西予市,ehime,愛媛県
吉田高校,37,県立,共学,普通,宇和島市,ehime,愛媛県
今治北高校大三島分校,37,県立,共学,普通,今治市,ehime,愛媛県
北宇和高校三間分校,37,県立,共学,農業機械,宇和島市,ehime,愛媛県
北宇和高校三間分校,37,県立,共学,普通,宇和島市,ehime,愛媛県
上浮穴高校,37,県立,共学,普通,上浮穴郡久万高原町,ehime,愛媛県
長浜高校,37,県立,共学,普通,大洲市,ehime,愛媛県
内子高校小田分校,37,県立,共学,普通,喜多郡内子町,ehime,愛媛県
北宇和高校,37,県立,共学,生産食品,北宇和郡鬼北町,ehime,愛媛県
北宇和高校,37,県立,共学,普通,北宇和郡鬼北町,ehime,愛媛県
宇和島水産高校,36,県立,共学,海洋技術,宇和島市,ehime,愛媛県
宇和島水産高校,36,県立,共学,水産食品,宇和島市,ehime,愛媛県
宇和島水産高校,36,県立,共学,水産増殖,宇和島市,ehime,愛媛県
弓削高校,36,県立,共学,普通,越智郡上島町,ehime,愛媛県
今治西高校伯方分校,36,県立,共学,普通,今治市,ehime,愛媛県
今治南高校,36,県立,共学,園芸クリエイト,今治市,ehime,愛媛県
三崎高校,36,県立,共学,普通,西宇和郡伊方町,ehime,愛媛県
松山北高校中島分校,36,県立,共学,普通,松山市,ehime,愛媛県
上浮穴高校,36,県立,共学,森林環境,上浮穴郡久万高原町,ehime,愛媛県
西条農業高校,36,県立,共学,環境工学,西条市,ehime,愛媛県
西条農業高校,36,県立,共学,食農科学,西条市,ehime,愛媛県
西条農業高校,36,県立,共学,生活デザイン,西条市,ehime,愛媛県
丹原高校,36,県立,共学,園芸科学,西条市,ehime,愛媛県
宇和島東高校津島分校,36,県立,共学,普通,宇和島市,ehime,愛媛県
土居高校,36,県立,共学,普通,四国中央市,ehime,愛媛県
南宇和高校,36,県立,共学,農業,南宇和郡愛南町,ehime,愛媛県
宇和高校三瓶分校,37,県立,共学,普通,西予市,ehime,愛媛県
松山西中等教育学校,56,県立,共学,普通,松山市,ehime,愛媛県
宇和島南中等教育学校,55,県立,共学,普通,宇和島市,ehime,愛媛県
今治東中等教育学校,53,県立,共学,普通,今治市,ehime,愛媛県
高知追手前高校,64,県立,共学,普通,高知市,kouchi,高知県
高知小津高校,59,県立,共学,理数,高知市,kouchi,高知県
高知国際高校,58,県立,共学,グローバル/DP,高知市,kouchi,高知県
高知国際高校,58,県立,共学,グローバル/探究,高知市,kouchi,高知県
高知国際高校,58,県立,共学,普通,高知市,kouchi,高知県
高知小津高校,56,県立,共学,普通,高知市,kouchi,高知県
中村高校,55,県立,共学,普通,四万十市,kouchi,高知県
高知東高校,52,県立,共学,看護,高知市,kouchi,高知県
高知丸の内高校,47,県立,共学,チャレンジＡ,高知市,kouchi,高知県
高知丸の内高校,47,県立,共学,普通,高知市,kouchi,高知県
安芸高校,45,県立,共学,普通,安芸市,kouchi,高知県
高知工業高校,45,県立,共学,機械,高知市,kouchi,高知県
高知工業高校,45,県立,共学,建築,高知市,kouchi,高知県
高知工業高校,45,県立,共学,工業化学,高知市,kouchi,高知県
高知工業高校,45,県立,共学,情報技術,高知市,kouchi,高知県
高知工業高校,45,県立,共学,総合デザイン,高知市,kouchi,高知県
高知工業高校,45,県立,共学,電気,高知市,kouchi,高知県
高知工業高校,45,県立,共学,土木,高知市,kouchi,高知県
岡豊高校,44,県立,共学,普通,南国市,kouchi,高知県
高知丸の内高校,42,県立,共学,音楽,高知市,kouchi,高知県
高知東高校,42,県立,共学,総合,高知市,kouchi,高知県
宿毛高校,42,県立,共学,総合,宿毛市,kouchi,高知県
高知東工業高校,41,県立,共学,機械,南国市,kouchi,高知県
高知東工業高校,41,県立,共学,機械生産システム,南国市,kouchi,高知県
高知東工業高校,41,県立,共学,電子,南国市,kouchi,高知県
高知東工業高校,41,県立,共学,電子機械,南国市,kouchi,高知県
春野高校,41,県立,共学,総合,高知市,kouchi,高知県
伊野商業高校,39,県立,共学,キャリアビジネス,吾川郡いの町,kouchi,高知県
岡豊高校,39,県立,共学,芸術,南国市,kouchi,高知県
岡豊高校,39,県立,共学,体育,南国市,kouchi,高知県
高知農業高校,39,県立,共学,環境土木,南国市,kouchi,高知県
高知農業高校,39,県立,共学,食品ビジネス,南国市,kouchi,高知県
高知農業高校,39,県立,共学,森林総合,南国市,kouchi,高知県
高知農業高校,39,県立,共学,生活総合,南国市,kouchi,高知県
高知農業高校,39,県立,共学,畜産総合,南国市,kouchi,高知県
高知農業高校,39,県立,共学,農業総合,南国市,kouchi,高知県
須崎総合高校,39,県立,共学,普通,須崎市,kouchi,高知県
安芸高校,38,県立,共学,機械,安芸市,kouchi,高知県
安芸高校,38,県立,共学,土木,安芸市,kouchi,高知県
安芸高校,38,県立,共学,ビジネス,安芸市,kouchi,高知県
山田高校,38,県立,共学,グローバル探求,香美市,kouchi,高知県
山田高校,38,県立,共学,ビジネス探求,香美市,kouchi,高知県
山田高校,38,県立,共学,普通,香美市,kouchi,高知県
幡多農業高校,38,県立,共学,アグリサイエンス,四万十市,kouchi,高知県
幡多農業高校,38,県立,共学,グリーン環境,四万十市,kouchi,高知県
幡多農業高校,38,県立,共学,園芸システム,四万十市,kouchi,高知県
幡多農業高校,38,県立,共学,生活コーディネート,四万十市,kouchi,高知県
佐川高校,37,県立,共学,普通,高岡郡佐川町,kouchi,高知県
四万十高校,37,県立,共学,自然環境,高岡郡四万十町,kouchi,高知県
四万十高校,37,県立,共学,普通,高岡郡四万十町,kouchi,高知県
宿毛工業高校,37,県立,共学,機械/機械,宿毛市,kouchi,高知県
宿毛工業高校,37,県立,共学,機械/自動車,宿毛市,kouchi,高知県
宿毛工業高校,37,県立,共学,建設/建築,宿毛市,kouchi,高知県
宿毛工業高校,37,県立,共学,建設/土木,宿毛市,kouchi,高知県
宿毛工業高校,37,県立,共学,情報技術,宿毛市,kouchi,高知県
宿毛工業高校,37,県立,共学,電気,宿毛市,kouchi,高知県
須崎総合高校,37,県立,共学,システム工学系/機械制御,須崎市,kouchi,高知県
須崎総合高校,37,県立,共学,システム工学系/住環境,須崎市,kouchi,高知県
須崎総合高校,37,県立,共学,機械系/機械,須崎市,kouchi,高知県
須崎総合高校,37,県立,共学,機械系/造船,須崎市,kouchi,高知県
須崎総合高校,37,県立,共学,電気情報系/電気,須崎市,kouchi,高知県
須崎総合高校,37,県立,共学,電気情報系/電子情報,須崎市,kouchi,高知県
窪川高校,36,県立,共学,普通,高岡郡四万十町,kouchi,高知県
高岡高校,36,県立,共学,普通,土佐市,kouchi,高知県
高知海洋高校,36,県立,共学,海洋,土佐市,kouchi,高知県
高知海洋高校,36,県立,共学,船舶職員養成課程,土佐市,kouchi,高知県
高知追手前高校吾北分校,36,県立,共学,普通,吾川郡いの町,kouchi,高知県
室戸高校,36,県立,共学,総合,室戸市,kouchi,高知県
城山高校,36,県立,共学,普通,香南市,kouchi,高知県
清水高校,36,県立,共学,普通,土佐清水市,kouchi,高知県
中村高校西土佐分校,36,県立,共学,普通,四万十市,kouchi,高知県
嶺北高校,36,県立,共学,普通,長岡郡本山町,kouchi,高知県
檮原高校,36,県立,共学,普通,高岡郡檮原町,kouchi,高知県
高知西高校,59,県立,共学,英語,高知市,kouchi,高知県
高知西高校,58,県立,共学,普通,高知市,kouchi,高知県
高知南高校,47,県立,共学,国際,高知市,kouchi,高知県
高知南高校,45,県立,共学,普通,高知市,kouchi,高知県
須崎高校,39,県立,共学,普通,須崎市,kouchi,高知県
須崎工業高校,37,県立,共学,システム工学系/機械制御,須崎市,kouchi,高知県
須崎工業高校,37,県立,共学,システム工学系/住環境,須崎市,kouchi,高知県
須崎工業高校,37,県立,共学,機械系/機械,須崎市,kouchi,高知県
須崎工業高校,37,県立,共学,機械系/造船,須崎市,kouchi,高知県
須崎工業高校,37,県立,共学,電気情報系/電気,須崎市,kouchi,高知県
須崎工業高校,37,県立,共学,電気情報系/電子情報,須崎市,kouchi,高知県
修猷館高校,73,県立,共学,普通,福岡市早良区,fukuoka,福岡県
筑紫丘高校,72,県立,共学,普通,福岡市南区,fukuoka,福岡県
筑紫丘高校,72,県立,共学,理数,福岡市南区,fukuoka,福岡県
福岡高校,72,県立,共学,普通,福岡市博多区,fukuoka,福岡県
明善高校,72,県立,共学,理数,久留米市,fukuoka,福岡県
東筑高校,70,県立,共学,普通,北九州市八幡西区,fukuoka,福岡県
明善高校,70,県立,共学,総合文科,久留米市,fukuoka,福岡県
明善高校,70,県立,共学,普通,久留米市,fukuoka,福岡県
春日高校,69,県立,共学,普通,春日市,fukuoka,福岡県
小倉高校,69,県立,共学,普通,北九州市小倉北区,fukuoka,福岡県
城南高校,69,県立,共学,理数,福岡市城南区,fukuoka,福岡県
嘉穂高校,68,県立,共学,理数,飯塚市,fukuoka,福岡県
城南高校,68,県立,共学,普通,福岡市城南区,fukuoka,福岡県
香住丘高校,67,県立,共学,数理コミュニケーション,福岡市東区,fukuoka,福岡県
香住丘高校,66,県立,共学,英語,福岡市東区,fukuoka,福岡県
筑紫高校,65,県立,共学,普通,筑紫野市,fukuoka,福岡県
八幡高校,65,県立,共学,理数,北九州市八幡東区,fukuoka,福岡県
鞍手高校,64,県立,共学,理数,直方市,fukuoka,福岡県
新宮高校,64,県立,共学,理数,糟屋郡新宮町,fukuoka,福岡県
伝習館高校,64,県立,共学,普通,柳川市,fukuoka,福岡県
京都高校,63,県立,共学,普通,行橋市,fukuoka,福岡県
戸畑高校,63,県立,共学,普通,北九州市戸畑区,fukuoka,福岡県
香住丘高校,63,県立,共学,普通,福岡市東区,fukuoka,福岡県
宗像高校,63,県立,共学,普通,宗像市,fukuoka,福岡県
福岡中央高校,63,県立,共学,普通,福岡市中央区,fukuoka,福岡県
久留米高校,62,県立,共学,普通,久留米市,fukuoka,福岡県
新宮高校,62,県立,共学,普通,糟屋郡新宮町,fukuoka,福岡県
筑前高校,62,県立,共学,普通,福岡市西区,fukuoka,福岡県
八幡高校,62,県立,共学,普通,北九州市八幡東区,fukuoka,福岡県
嘉穂高校,61,県立,共学,普通,飯塚市,fukuoka,福岡県
筑紫中央高校,61,県立,共学,普通,大野城市,fukuoka,福岡県
久留米高校,60,県立,共学,英語,久留米市,fukuoka,福岡県
小倉西高校,60,県立,共学,普通,北九州市小倉北区,fukuoka,福岡県
八女高校,60,県立,共学,普通,筑後市,fukuoka,福岡県
北筑高校,60,県立,共学,普通,北九州市八幡西区,fukuoka,福岡県
鞍手高校,59,県立,共学,人間文科,直方市,fukuoka,福岡県
鞍手高校,59,県立,共学,普通,直方市,fukuoka,福岡県
三池高校,59,県立,共学,普通,大牟田市,fukuoka,福岡県
朝倉高校,59,県立,共学,普通,朝倉市,fukuoka,福岡県
八幡南高校,59,県立,共学,普通,北九州市八幡西区,fukuoka,福岡県
門司学園高校,58,県立,共学,普通,北九州市門司区,fukuoka,福岡県
香椎高校,57,県立,共学,普通,福岡市東区,fukuoka,福岡県
北筑高校,57,県立,共学,英語,北九州市八幡西区,fukuoka,福岡県
小倉東高校,56,県立,共学,普通,北九州市小倉南区,fukuoka,福岡県
福岡工業高校,56,県立,共学,電気工学,福岡市早良区,fukuoka,福岡県
福岡工業高校,56,県立,共学,電子情報工学,福岡市早良区,fukuoka,福岡県
育徳館高校,55,県立,共学,普通,京都郡みやこ町,fukuoka,福岡県
嘉穂高校,55,県立,共学,武道・日本文化,飯塚市,fukuoka,福岡県
山門高校,55,県立,共学,普通,みやま市,fukuoka,福岡県
山門高校,55,県立,共学,理数探究,みやま市,fukuoka,福岡県
小倉南高校,55,県立,共学,普通,北九州市小倉南区,fukuoka,福岡県
田川高校,55,県立,共学,普通,田川郡香春町,fukuoka,福岡県
八女工業高校,55,県立,共学,情報技術,筑後市,fukuoka,福岡県
八女工業高校,55,県立,共学,電気,筑後市,fukuoka,福岡県
八女工業高校,55,県立,共学,電子機械,筑後市,fukuoka,福岡県
武蔵台高校,55,県立,共学,普通,筑紫野市,fukuoka,福岡県
福岡工業高校,55,県立,共学,機械工学,福岡市早良区,fukuoka,福岡県
小倉工業高校,54,県立,共学,電気,北九州市小倉北区,fukuoka,福岡県
小倉工業高校,54,県立,共学,電子,北九州市小倉北区,fukuoka,福岡県
八女工業高校,54,県立,共学,工業化学,筑後市,fukuoka,福岡県
八女工業高校,54,県立,共学,自動車,筑後市,fukuoka,福岡県
八女工業高校,54,県立,共学,土木,筑後市,fukuoka,福岡県
福岡工業高校,54,県立,共学,工業進学,福岡市早良区,fukuoka,福岡県
小郡高校,53,県立,共学,普通,小郡市,fukuoka,福岡県
小倉工業高校,53,県立,共学,機械,北九州市小倉北区,fukuoka,福岡県
小倉工業高校,53,県立,共学,工業化学,北九州市小倉北区,fukuoka,福岡県
小倉工業高校,53,県立,共学,電子機械,北九州市小倉北区,fukuoka,福岡県
中間高校,53,県立,共学,普通,中間市,fukuoka,福岡県
玄界高校,52,県立,共学,国際文化,古賀市,fukuoka,福岡県
光陵高校,52,県立,共学,普通,福津市,fukuoka,福岡県
柏陵高校,52,県立,共学,環境科学,福岡市南区,fukuoka,福岡県
宇美商業高校,51,県立,共学,ビジネス情報,糟屋郡宇美町,fukuoka,福岡県
嘉穂東高校,51,県立,共学,普通,飯塚市,fukuoka,福岡県
小倉商業高校,51,県立,共学,ビジネス情報,北九州市小倉南区,fukuoka,福岡県
小倉商業高校,51,県立,共学,会計ビジネス,北九州市小倉南区,fukuoka,福岡県
小倉商業高校,51,県立,共学,国際ビジネス,北九州市小倉南区,fukuoka,福岡県
小倉商業高校,51,県立,共学,国際ビジネス/専門進学,北九州市小倉南区,fukuoka,福岡県
小倉商業高校,51,県立,共学,総合ビジネス,北九州市小倉南区,fukuoka,福岡県
折尾高校,51,県立,共学,ビジネス情報,北九州市八幡西区,fukuoka,福岡県
折尾高校,51,県立,共学,総合ビジネス,北九州市八幡西区,fukuoka,福岡県
太宰府高校,51,県立,共学,芸術,太宰府市,fukuoka,福岡県
朝倉東高校,51,県立,共学,ビジネス,朝倉市,fukuoka,福岡県
朝倉東高校,51,県立,共学,普通,朝倉市,fukuoka,福岡県
柏陵高校,51,県立,共学,普通,福岡市南区,fukuoka,福岡県
福島高校,51,県立,共学,総合ビジネス,八女市,fukuoka,福岡県
北九州高校,51,県立,共学,普通,北九州市小倉南区,fukuoka,福岡県
宇美商業高校,50,県立,共学,総合ビジネス,糟屋郡宇美町,fukuoka,福岡県
嘉穂東高校,50,県立,共学,英語,飯塚市,fukuoka,福岡県
香椎工業高校,50,県立,共学,機械,福岡市東区,fukuoka,福岡県
香椎工業高校,50,県立,共学,工業化学,福岡市東区,fukuoka,福岡県
香椎工業高校,50,県立,共学,情報技術,福岡市東区,fukuoka,福岡県
香椎工業高校,50,県立,共学,電気,福岡市東区,fukuoka,福岡県
香椎工業高校,50,県立,共学,電子機械,福岡市東区,fukuoka,福岡県
香椎高校,50,県立,共学,ファッションデザイン,福岡市東区,fukuoka,福岡県
八幡工業高校,50,県立,共学,機械・電子機械・材料技術,北九州市八幡西区,fukuoka,福岡県
八幡工業高校,50,県立,共学,電気,北九州市八幡西区,fukuoka,福岡県
八幡中央高校,50,県立,共学,普通,北九州市八幡西区,fukuoka,福岡県
福岡工業高校,50,県立,共学,環境化学,福岡市早良区,fukuoka,福岡県
福岡工業高校,50,県立,共学,建築,福岡市早良区,fukuoka,福岡県
福岡工業高校,50,県立,共学,染織デザイン,福岡市早良区,fukuoka,福岡県
福岡工業高校,50,県立,共学,都市工学,福岡市早良区,fukuoka,福岡県
福岡講倫館高校,50,県立,共学,総合,福岡市早良区,fukuoka,福岡県
ありあけ新世高校,49,県立,共学,総合,大牟田市,fukuoka,福岡県
苅田工業高校,49,県立,共学,情報技術,京都郡苅田町,fukuoka,福岡県
苅田工業高校,49,県立,共学,電気,京都郡苅田町,fukuoka,福岡県
青豊高校,49,県立,共学,総合,豊前市,fukuoka,福岡県
折尾高校,49,県立,共学,生活デザイン,北九州市八幡西区,fukuoka,福岡県
八幡工業高校,49,県立,共学,土木,北九州市八幡西区,fukuoka,福岡県
福島高校,49,県立,共学,普通,八女市,fukuoka,福岡県
苅田工業高校,48,県立,共学,機械,京都郡苅田町,fukuoka,福岡県
玄界高校,48,県立,共学,普通,古賀市,fukuoka,福岡県
戸畑工業高校,48,県立,共学,機械,北九州市戸畑区,fukuoka,福岡県
戸畑工業高校,48,県立,共学,建築,北九州市戸畑区,fukuoka,福岡県
戸畑工業高校,48,県立,共学,情報技術,北九州市戸畑区,fukuoka,福岡県
戸畑工業高校,48,県立,共学,電気,北九州市戸畑区,fukuoka,福岡県
三池工業高校,48,県立,共学,電気,大牟田市,fukuoka,福岡県
三池工業高校,48,県立,共学,土木・工業化学,大牟田市,fukuoka,福岡県
三池工業高校,48,県立,共学,電子機械・情報電子,大牟田市,fukuoka,福岡県
須恵高校,48,県立,共学,普通,糟屋郡須恵町,fukuoka,福岡県
太宰府高校,48,県立,共学,普通,太宰府市,fukuoka,福岡県
浮羽究真館高校,48,県立,共学,普通/総合,うきは市,fukuoka,福岡県
福岡魁誠高校,48,県立,共学,総合,糟屋郡粕屋町,fukuoka,福岡県
糸島高校,47,県立,共学,普通,糸島市,fukuoka,福岡県
大川樟風高校,47,県立,共学,普通/総合・文理,大川市,fukuoka,福岡県
東鷹高校,47,県立,共学,総合,田川市,fukuoka,福岡県
八幡中央高校,47,県立,共学,芸術,北九州市八幡西区,fukuoka,福岡県
北九州高校,47,県立,共学,体育,北九州市小倉南区,fukuoka,福岡県
稲築志耕館高校,46,県立,共学,総合,嘉麻市,fukuoka,福岡県
若松商業高校,46,県立,共学,ビジネス情報,北九州市若松区,fukuoka,福岡県
若松商業高校,46,県立,共学,総合ビジネス,北九州市若松区,fukuoka,福岡県
築上西高校,46,県立,共学,普通,築上郡築上町,fukuoka,福岡県
直方高校,46,県立,共学,普通,直方市,fukuoka,福岡県
東鷹高校,46,県立,共学,総合生活,田川市,fukuoka,福岡県
福島高校,46,県立,共学,生活デザイン,八女市,fukuoka,福岡県
門司大翔館高校,46,県立,共学,普通,北九州市門司区,fukuoka,福岡県
行橋高校,45,県立,共学,総合ビジネス,行橋市,fukuoka,福岡県
直方高校,45,県立,共学,スポーツ科学,直方市,fukuoka,福岡県
三井高校,44,県立,共学,普通,小郡市,fukuoka,福岡県
三潴高校,44,県立,共学,スポーツ文化,久留米市,fukuoka,福岡県
三潴高校,44,県立,共学,普通,久留米市,fukuoka,福岡県
若松高校,44,県立,共学,普通,北九州市若松区,fukuoka,福岡県
大川樟風高校,44,県立,共学,住環境システム,大川市,fukuoka,福岡県
筑豊高校,44,県立,共学,ビジネス情報,直方市,fukuoka,福岡県
筑豊高校,44,県立,共学,総合ビジネス,直方市,fukuoka,福岡県
田川科学技術高校,44,県立,共学,ビジネス科学,田川市,fukuoka,福岡県
浮羽工業高校,44,県立,共学,環境デザイン,久留米市,fukuoka,福岡県
浮羽工業高校,44,県立,共学,機械,久留米市,fukuoka,福岡県
浮羽工業高校,44,県立,共学,建築,久留米市,fukuoka,福岡県
浮羽工業高校,44,県立,共学,材料技術,久留米市,fukuoka,福岡県
浮羽工業高校,44,県立,共学,電気,久留米市,fukuoka,福岡県
嘉穂総合高校,43,県立,共学,工業,嘉穂郡桂川町,fukuoka,福岡県
久留米筑水高校,43,県立,共学,造園デザイン,久留米市,fukuoka,福岡県
久留米筑水高校,43,県立,共学,社会福祉,久留米市,fukuoka,福岡県
久留米筑水高校,43,県立,共学,食品流通,久留米市,fukuoka,福岡県
久留米筑水高校,43,県立,共学,食物調理,久留米市,fukuoka,福岡県
久留米筑水高校,43,県立,共学,園芸技術,久留米市,fukuoka,福岡県
玄洋高校,43,県立,共学,普通,福岡市西区,fukuoka,福岡県
三井高校,43,県立,共学,スポーツ健康,小郡市,fukuoka,福岡県
三井高校,43,県立,共学,福祉教養,小郡市,fukuoka,福岡県
筑豊高校,43,県立,共学,生活デザイン,直方市,fukuoka,福岡県
田川科学技術高校,43,県立,共学,工業システム/機械・電気,田川市,fukuoka,福岡県
田川科学技術高校,43,県立,共学,工業システム/建築・土木,田川市,fukuoka,福岡県
田川科学技術高校,43,県立,共学,農業食品,田川市,fukuoka,福岡県
